NAME,Path,PHYCUV,BOAALB,BOALUN
INCT41_20210103_181500_18,../SPECS_STRETCHED/INCT41_20210103_181500\INCT41_20210103_181500_18.png,0,0,0
INCT41_20210112_050000_16,../SPECS_STRETCHED/INCT41_20210112_050000\INCT41_20210112_050000_16.png,0,0,0
INCT41_20200126_220000_3,../SPECS_STRETCHED/INCT41_20200126_220000\INCT41_20200126_220000_3.png,0,0,0
INCT41_20210103_181500_16,../SPECS_STRETCHED/INCT41_20210103_181500\INCT41_20210103_181500_16.png,0,0,0
INCT41_20201031_180000_24,../SPECS_STRETCHED/INCT41_20201031_180000\INCT41_20201031_180000_24.png,0,0,0
INCT41_20201106_021500_14,../SPECS_STRETCHED/INCT41_20201106_021500\INCT41_20201106_021500_14.png,0,0,0
INCT41_20201218_190000_14,../SPECS_STRETCHED/INCT41_20201218_190000\INCT41_20201218_190000_14.png,0,0,0
INCT41_20201112_190000_17,../SPECS_STRETCHED/INCT41_20201112_190000\INCT41_20201112_190000_17.png,0,0,0
INCT41_20201115_013000_18,../SPECS_STRETCHED/INCT41_20201115_013000\INCT41_20201115_013000_18.png,0,0,0
INCT41_20200213_211500_10,../SPECS_STRETCHED/INCT41_20200213_211500\INCT41_20200213_211500_10.png,0,0,0
INCT41_20201016_023000_16,../SPECS_STRETCHED/INCT41_20201016_023000\INCT41_20201016_023000_16.png,0,0,0
INCT41_20200127_020000_1,../SPECS_STRETCHED/INCT41_20200127_020000\INCT41_20200127_020000_1.png,0,0,0
INCT41_20201112_180000_5,../SPECS_STRETCHED/INCT41_20201112_180000\INCT41_20201112_180000_5.png,0,0,0
INCT41_20201031_220000_23,../SPECS_STRETCHED/INCT41_20201031_220000\INCT41_20201031_220000_23.png,0,0,0
INCT41_20201121_004500_6,../SPECS_STRETCHED/INCT41_20201121_004500\INCT41_20201121_004500_6.png,0,0,0
INCT41_20210111_024500_13,../SPECS_STRETCHED/INCT41_20210111_024500\INCT41_20210111_024500_13.png,0,0,0
INCT41_20201115_003000_11,../SPECS_STRETCHED/INCT41_20201115_003000\INCT41_20201115_003000_11.png,0,0,0
INCT41_20201231_050000_3,../SPECS_STRETCHED/INCT41_20201231_050000\INCT41_20201231_050000_3.png,0,0,0
INCT41_20201220_053000_23,../SPECS_STRETCHED/INCT41_20201220_053000\INCT41_20201220_053000_23.png,0,0,0
INCT41_20201031_180000_4,../SPECS_STRETCHED/INCT41_20201031_180000\INCT41_20201031_180000_4.png,0,0,0
INCT41_20200127_010000_3,../SPECS_STRETCHED/INCT41_20200127_010000\INCT41_20200127_010000_3.png,0,0,0
INCT41_20201115_013000_20,../SPECS_STRETCHED/INCT41_20201115_013000\INCT41_20201115_013000_20.png,0,0,0
INCT41_20210106_043000_17,../SPECS_STRETCHED/INCT41_20210106_043000\INCT41_20210106_043000_17.png,0,0,0
INCT41_20201211_001500_13,../SPECS_STRETCHED/INCT41_20201211_001500\INCT41_20201211_001500_13.png,0,0,0
INCT41_20200213_213000_19,../SPECS_STRETCHED/INCT41_20200213_213000\INCT41_20200213_213000_19.png,0,0,0
INCT41_20201231_020000_12,../SPECS_STRETCHED/INCT41_20201231_020000\INCT41_20201231_020000_12.png,0,0,0
INCT41_20201020_200000_21,../SPECS_STRETCHED/INCT41_20201020_200000\INCT41_20201020_200000_21.png,0,0,0
INCT41_20201021_000000_15,../SPECS_STRETCHED/INCT41_20201021_000000\INCT41_20201021_000000_15.png,0,0,0
INCT41_20201231_200000_0,../SPECS_STRETCHED/INCT41_20201231_200000\INCT41_20201231_200000_0.png,0,0,0
INCT41_20201022_213000_18,../SPECS_STRETCHED/INCT41_20201022_213000\INCT41_20201022_213000_18.png,0,0,0
INCT41_20200127_010000_17,../SPECS_STRETCHED/INCT41_20200127_010000\INCT41_20200127_010000_17.png,0,0,0
INCT41_20200213_213000_8,../SPECS_STRETCHED/INCT41_20200213_213000\INCT41_20200213_213000_8.png,0,0,0
INCT41_20200130_213000_22,../SPECS_STRETCHED/INCT41_20200130_213000\INCT41_20200130_213000_22.png,0,0,0
INCT41_20200126_190000_11,../SPECS_STRETCHED/INCT41_20200126_190000\INCT41_20200126_190000_11.png,0,0,0
INCT41_20201218_190000_9,../SPECS_STRETCHED/INCT41_20201218_190000\INCT41_20201218_190000_9.png,0,0,0
INCT41_20201115_013000_2,../SPECS_STRETCHED/INCT41_20201115_013000\INCT41_20201115_013000_2.png,0,0,0
INCT41_20201220_233000_20,../SPECS_STRETCHED/INCT41_20201220_233000\INCT41_20201220_233000_20.png,0,0,0
INCT41_20201218_190000_12,../SPECS_STRETCHED/INCT41_20201218_190000\INCT41_20201218_190000_12.png,0,0,0
INCT41_20210106_013000_15,../SPECS_STRETCHED/INCT41_20210106_013000\INCT41_20210106_013000_15.png,0,0,0
INCT41_20201112_210000_12,../SPECS_STRETCHED/INCT41_20201112_210000\INCT41_20201112_210000_12.png,0,0,0
INCT41_20200213_231500_2,../SPECS_STRETCHED/INCT41_20200213_231500\INCT41_20200213_231500_2.png,0,0,0
INCT41_20201220_053000_24,../SPECS_STRETCHED/INCT41_20201220_053000\INCT41_20201220_053000_24.png,0,0,0
INCT41_20210112_183000_19,../SPECS_STRETCHED/INCT41_20210112_183000\INCT41_20210112_183000_19.png,0,0,0
INCT41_20201112_220000_4,../SPECS_STRETCHED/INCT41_20201112_220000\INCT41_20201112_220000_4.png,0,0,0
INCT41_20201028_034500_8,../SPECS_STRETCHED/INCT41_20201028_034500\INCT41_20201028_034500_8.png,0,0,0
INCT41_20201231_010000_18,../SPECS_STRETCHED/INCT41_20201231_010000\INCT41_20201231_010000_18.png,0,0,0
INCT41_20201231_190000_0,../SPECS_STRETCHED/INCT41_20201231_190000\INCT41_20201231_190000_0.png,0,0,0
INCT41_20201112_180000_6,../SPECS_STRETCHED/INCT41_20201112_180000\INCT41_20201112_180000_6.png,0,0,0
INCT41_20201124_000000_2,../SPECS_STRETCHED/INCT41_20201124_000000\INCT41_20201124_000000_2.png,0,0,0
INCT41_20200216_230000_22,../SPECS_STRETCHED/INCT41_20200216_230000\INCT41_20200216_230000_22.png,0,0,0
INCT41_20200127_000000_22,../SPECS_STRETCHED/INCT41_20200127_000000\INCT41_20200127_000000_22.png,0,0,0
INCT41_20201021_010000_7,../SPECS_STRETCHED/INCT41_20201021_010000\INCT41_20201021_010000_7.png,0,0,0
INCT41_20201211_221500_6,../SPECS_STRETCHED/INCT41_20201211_221500\INCT41_20201211_221500_6.png,0,0,0
INCT41_20201106_011500_4,../SPECS_STRETCHED/INCT41_20201106_011500\INCT41_20201106_011500_4.png,0,0,0
INCT41_20201107_233000_27,../SPECS_STRETCHED/INCT41_20201107_233000\INCT41_20201107_233000_27.png,0,0,0
INCT41_20201112_220000_3,../SPECS_STRETCHED/INCT41_20201112_220000\INCT41_20201112_220000_3.png,0,0,0
INCT41_20201115_033000_15,../SPECS_STRETCHED/INCT41_20201115_033000\INCT41_20201115_033000_15.png,0,0,0
INCT41_20201031_010000_2,../SPECS_STRETCHED/INCT41_20201031_010000\INCT41_20201031_010000_2.png,0,0,0
INCT41_20201228_184500_21,../SPECS_STRETCHED/INCT41_20201228_184500\INCT41_20201228_184500_21.png,0,0,0
INCT41_20201228_014500_9,../SPECS_STRETCHED/INCT41_20201228_014500\INCT41_20201228_014500_9.png,0,0,0
INCT41_20210112_050000_13,../SPECS_STRETCHED/INCT41_20210112_050000\INCT41_20210112_050000_13.png,0,0,0
INCT41_20201021_000000_12,../SPECS_STRETCHED/INCT41_20201021_000000\INCT41_20201021_000000_12.png,0,0,0
INCT41_20201115_023000_0,../SPECS_STRETCHED/INCT41_20201115_023000\INCT41_20201115_023000_0.png,0,0,0
INCT41_20210103_231500_2,../SPECS_STRETCHED/INCT41_20210103_231500\INCT41_20210103_231500_2.png,0,0,0
INCT41_20201112_043000_8,../SPECS_STRETCHED/INCT41_20201112_043000\INCT41_20201112_043000_8.png,0,0,0
INCT41_20201112_220000_13,../SPECS_STRETCHED/INCT41_20201112_220000\INCT41_20201112_220000_13.png,0,0,0
INCT41_20201112_190000_15,../SPECS_STRETCHED/INCT41_20201112_190000\INCT41_20201112_190000_15.png,0,0,0
INCT41_20201112_200000_20,../SPECS_STRETCHED/INCT41_20201112_200000\INCT41_20201112_200000_20.png,0,0,0
INCT41_20201016_003000_18,../SPECS_STRETCHED/INCT41_20201016_003000\INCT41_20201016_003000_18.png,0,0,0
INCT41_20200213_213000_20,../SPECS_STRETCHED/INCT41_20200213_213000\INCT41_20200213_213000_20.png,0,0,0
INCT41_20201231_010000_4,../SPECS_STRETCHED/INCT41_20201231_010000\INCT41_20201231_010000_4.png,0,0,0
INCT41_20200126_230000_5,../SPECS_STRETCHED/INCT41_20200126_230000\INCT41_20200126_230000_5.png,0,0,0
INCT41_20201107_183000_17,../SPECS_STRETCHED/INCT41_20201107_183000\INCT41_20201107_183000_17.png,0,0,0
INCT41_20201211_221500_10,../SPECS_STRETCHED/INCT41_20201211_221500\INCT41_20201211_221500_10.png,0,0,0
INCT41_20201022_213000_7,../SPECS_STRETCHED/INCT41_20201022_213000\INCT41_20201022_213000_7.png,0,0,0
INCT41_20201107_233000_3,../SPECS_STRETCHED/INCT41_20201107_233000\INCT41_20201107_233000_3.png,0,0,0
INCT41_20201231_230000_0,../SPECS_STRETCHED/INCT41_20201231_230000\INCT41_20201231_230000_0.png,0,0,0
INCT41_20201112_220000_1,../SPECS_STRETCHED/INCT41_20201112_220000\INCT41_20201112_220000_1.png,0,0,0
INCT41_20200127_020000_19,../SPECS_STRETCHED/INCT41_20200127_020000\INCT41_20200127_020000_19.png,0,0,0
INCT41_20200131_000000_8,../SPECS_STRETCHED/INCT41_20200131_000000\INCT41_20200131_000000_8.png,0,0,0
INCT41_20201121_034500_23,../SPECS_STRETCHED/INCT41_20201121_034500\INCT41_20201121_034500_23.png,0,0,0
INCT41_20200213_211500_23,../SPECS_STRETCHED/INCT41_20200213_211500\INCT41_20200213_211500_23.png,0,0,0
INCT41_20200213_233000_12,../SPECS_STRETCHED/INCT41_20200213_233000\INCT41_20200213_233000_12.png,0,0,0
INCT41_20201121_014500_7,../SPECS_STRETCHED/INCT41_20201121_014500\INCT41_20201121_014500_7.png,0,0,0
INCT41_20201211_041500_0,../SPECS_STRETCHED/INCT41_20201211_041500\INCT41_20201211_041500_0.png,0,0,0
INCT41_20201021_020000_10,../SPECS_STRETCHED/INCT41_20201021_020000\INCT41_20201021_020000_10.png,0,0,0
INCT41_20200213_223000_11,../SPECS_STRETCHED/INCT41_20200213_223000\INCT41_20200213_223000_11.png,0,0,0
INCT41_20210111_034500_14,../SPECS_STRETCHED/INCT41_20210111_034500\INCT41_20210111_034500_14.png,0,0,0
INCT41_20201114_203000_11,../SPECS_STRETCHED/INCT41_20201114_203000\INCT41_20201114_203000_11.png,0,0,0
INCT41_20201213_223000_15,../SPECS_STRETCHED/INCT41_20201213_223000\INCT41_20201213_223000_15.png,0,0,0
INCT41_20201112_210000_21,../SPECS_STRETCHED/INCT41_20201112_210000\INCT41_20201112_210000_21.png,0,0,0
INCT41_20200213_233000_0,../SPECS_STRETCHED/INCT41_20200213_233000\INCT41_20200213_233000_0.png,0,0,0
INCT41_20200213_203000_2,../SPECS_STRETCHED/INCT41_20200213_203000\INCT41_20200213_203000_2.png,0,0,0
INCT41_20201114_234500_5,../SPECS_STRETCHED/INCT41_20201114_234500\INCT41_20201114_234500_5.png,0,0,0
INCT41_20201031_180000_12,../SPECS_STRETCHED/INCT41_20201031_180000\INCT41_20201031_180000_12.png,0,0,0
INCT41_20210103_181500_21,../SPECS_STRETCHED/INCT41_20210103_181500\INCT41_20210103_181500_21.png,0,0,0
INCT41_20200217_021500_8,../SPECS_STRETCHED/INCT41_20200217_021500\INCT41_20200217_021500_8.png,0,0,0
INCT41_20200126_230000_13,../SPECS_STRETCHED/INCT41_20200126_230000\INCT41_20200126_230000_13.png,0,0,0
INCT41_20201211_201500_21,../SPECS_STRETCHED/INCT41_20201211_201500\INCT41_20201211_201500_21.png,0,0,0
INCT41_20201228_024500_7,../SPECS_STRETCHED/INCT41_20201228_024500\INCT41_20201228_024500_7.png,0,0,0
INCT41_20200127_020000_12,../SPECS_STRETCHED/INCT41_20200127_020000\INCT41_20200127_020000_12.png,0,0,0
INCT41_20210103_231500_5,../SPECS_STRETCHED/INCT41_20210103_231500\INCT41_20210103_231500_5.png,0,0,0
INCT41_20201020_190000_13,../SPECS_STRETCHED/INCT41_20201020_190000\INCT41_20201020_190000_13.png,0,0,0
INCT41_20201015_213000_1,../SPECS_STRETCHED/INCT41_20201015_213000\INCT41_20201015_213000_1.png,0,0,0
INCT41_20210115_050000_4,../SPECS_STRETCHED/INCT41_20210115_050000\INCT41_20210115_050000_4.png,0,0,0
INCT41_20210112_233000_14,../SPECS_STRETCHED/INCT41_20210112_233000\INCT41_20210112_233000_14.png,0,0,0
INCT41_20210106_033000_9,../SPECS_STRETCHED/INCT41_20210106_033000\INCT41_20210106_033000_9.png,0,0,0
INCT41_20201015_213000_13,../SPECS_STRETCHED/INCT41_20201015_213000\INCT41_20201015_213000_13.png,0,0,0
INCT41_20210111_024500_10,../SPECS_STRETCHED/INCT41_20210111_024500\INCT41_20210111_024500_10.png,0,0,0
INCT41_20201021_030000_2,../SPECS_STRETCHED/INCT41_20201021_030000\INCT41_20201021_030000_2.png,0,0,0
INCT41_20201107_183000_2,../SPECS_STRETCHED/INCT41_20201107_183000\INCT41_20201107_183000_2.png,0,0,0
INCT41_20210112_233000_13,../SPECS_STRETCHED/INCT41_20210112_233000\INCT41_20210112_233000_13.png,0,0,0
INCT41_20201211_181500_10,../SPECS_STRETCHED/INCT41_20201211_181500\INCT41_20201211_181500_10.png,0,0,0
INCT41_20200127_020000_18,../SPECS_STRETCHED/INCT41_20200127_020000\INCT41_20200127_020000_18.png,0,0,0
INCT41_20201115_023000_1,../SPECS_STRETCHED/INCT41_20201115_023000\INCT41_20201115_023000_1.png,0,0,0
INCT41_20201121_014500_0,../SPECS_STRETCHED/INCT41_20201121_014500\INCT41_20201121_014500_0.png,0,0,0
INCT41_20200213_211500_15,../SPECS_STRETCHED/INCT41_20200213_211500\INCT41_20200213_211500_15.png,0,0,0
INCT41_20200218_004500_9,../SPECS_STRETCHED/INCT41_20200218_004500\INCT41_20200218_004500_9.png,0,0,0
INCT41_20201106_021500_21,../SPECS_STRETCHED/INCT41_20201106_021500\INCT41_20201106_021500_21.png,0,0,0
INCT41_20201231_020000_17,../SPECS_STRETCHED/INCT41_20201231_020000\INCT41_20201231_020000_17.png,0,0,0
INCT41_20201105_211500_7,../SPECS_STRETCHED/INCT41_20201105_211500\INCT41_20201105_211500_7.png,0,0,0
INCT41_20201021_010000_6,../SPECS_STRETCHED/INCT41_20201021_010000\INCT41_20201021_010000_6.png,0,0,0
INCT41_20201121_034500_11,../SPECS_STRETCHED/INCT41_20201121_034500\INCT41_20201121_034500_11.png,0,0,0
INCT41_20201218_220000_20,../SPECS_STRETCHED/INCT41_20201218_220000\INCT41_20201218_220000_20.png,0,0,0
INCT41_20201220_223000_11,../SPECS_STRETCHED/INCT41_20201220_223000\INCT41_20201220_223000_11.png,0,0,0
INCT41_20201106_021500_17,../SPECS_STRETCHED/INCT41_20201106_021500\INCT41_20201106_021500_17.png,0,0,0
INCT41_20201112_180000_11,../SPECS_STRETCHED/INCT41_20201112_180000\INCT41_20201112_180000_11.png,0,0,0
INCT41_20201021_000000_6,../SPECS_STRETCHED/INCT41_20201021_000000\INCT41_20201021_000000_6.png,0,0,0
INCT41_20201016_003000_8,../SPECS_STRETCHED/INCT41_20201016_003000\INCT41_20201016_003000_8.png,0,0,0
INCT41_20201115_033000_12,../SPECS_STRETCHED/INCT41_20201115_033000\INCT41_20201115_033000_12.png,0,0,0
INCT41_20201213_013000_3,../SPECS_STRETCHED/INCT41_20201213_013000\INCT41_20201213_013000_3.png,0,0,0
INCT41_20200213_231500_17,../SPECS_STRETCHED/INCT41_20200213_231500\INCT41_20200213_231500_17.png,0,0,0
INCT41_20210104_011500_14,../SPECS_STRETCHED/INCT41_20210104_011500\INCT41_20210104_011500_14.png,0,0,0
INCT41_20210110_184500_3,../SPECS_STRETCHED/INCT41_20210110_184500\INCT41_20210110_184500_3.png,0,0,0
INCT41_20200213_194500_0,../SPECS_STRETCHED/INCT41_20200213_194500\INCT41_20200213_194500_0.png,0,0,0
INCT41_20200217_021500_1,../SPECS_STRETCHED/INCT41_20200217_021500\INCT41_20200217_021500_1.png,0,0,0
INCT41_20210103_181500_10,../SPECS_STRETCHED/INCT41_20210103_181500\INCT41_20210103_181500_10.png,0,0,0
INCT41_20201115_013000_14,../SPECS_STRETCHED/INCT41_20201115_013000\INCT41_20201115_013000_14.png,0,0,0
INCT41_20200218_213000_2,../SPECS_STRETCHED/INCT41_20200218_213000\INCT41_20200218_213000_2.png,0,0,0
INCT41_20201220_043000_5,../SPECS_STRETCHED/INCT41_20201220_043000\INCT41_20201220_043000_5.png,0,0,0
INCT41_20201022_203000_21,../SPECS_STRETCHED/INCT41_20201022_203000\INCT41_20201022_203000_21.png,0,0,0
INCT41_20201028_224500_10,../SPECS_STRETCHED/INCT41_20201028_224500\INCT41_20201028_224500_10.png,0,0,0
INCT41_20201112_220000_19,../SPECS_STRETCHED/INCT41_20201112_220000\INCT41_20201112_220000_19.png,0,0,0
INCT41_20201031_180000_1,../SPECS_STRETCHED/INCT41_20201031_180000\INCT41_20201031_180000_1.png,0,0,0
INCT41_20201220_023000_2,../SPECS_STRETCHED/INCT41_20201220_023000\INCT41_20201220_023000_2.png,0,0,0
INCT41_20200130_190000_14,../SPECS_STRETCHED/INCT41_20200130_190000\INCT41_20200130_190000_14.png,0,0,0
INCT41_20210106_033000_0,../SPECS_STRETCHED/INCT41_20210106_033000\INCT41_20210106_033000_0.png,0,0,0
INCT41_20210104_001500_2,../SPECS_STRETCHED/INCT41_20210104_001500\INCT41_20210104_001500_2.png,0,0,0
INCT41_20200213_203000_4,../SPECS_STRETCHED/INCT41_20200213_203000\INCT41_20200213_203000_4.png,0,0,0
INCT41_20201107_233000_4,../SPECS_STRETCHED/INCT41_20201107_233000\INCT41_20201107_233000_4.png,0,0,0
INCT41_20201228_014500_15,../SPECS_STRETCHED/INCT41_20201228_014500\INCT41_20201228_014500_15.png,0,0,0
INCT41_20210111_044500_11,../SPECS_STRETCHED/INCT41_20210111_044500\INCT41_20210111_044500_11.png,0,0,0
INCT41_20210112_050000_4,../SPECS_STRETCHED/INCT41_20210112_050000\INCT41_20210112_050000_4.png,0,0,0
INCT41_20210104_001500_4,../SPECS_STRETCHED/INCT41_20210104_001500\INCT41_20210104_001500_4.png,0,0,0
INCT41_20210106_033000_5,../SPECS_STRETCHED/INCT41_20210106_033000\INCT41_20210106_033000_5.png,0,0,0
INCT41_20200127_010000_12,../SPECS_STRETCHED/INCT41_20200127_010000\INCT41_20200127_010000_12.png,0,0,0
INCT41_20200207_210000_0,../SPECS_STRETCHED/INCT41_20200207_210000\INCT41_20200207_210000_0.png,0,0,0
INCT41_20200130_050000_4,../SPECS_STRETCHED/INCT41_20200130_050000\INCT41_20200130_050000_4.png,0,0,0
INCT41_20210112_050000_10,../SPECS_STRETCHED/INCT41_20210112_050000\INCT41_20210112_050000_10.png,0,0,0
INCT41_20201228_024500_13,../SPECS_STRETCHED/INCT41_20201228_024500\INCT41_20201228_024500_13.png,0,0,0
INCT41_20210104_041500_13,../SPECS_STRETCHED/INCT41_20210104_041500\INCT41_20210104_041500_13.png,0,0,0
INCT41_20201107_233000_0,../SPECS_STRETCHED/INCT41_20201107_233000\INCT41_20201107_233000_0.png,0,0,0
INCT41_20201231_010000_9,../SPECS_STRETCHED/INCT41_20201231_010000\INCT41_20201231_010000_9.png,0,0,0
INCT41_20210103_201500_0,../SPECS_STRETCHED/INCT41_20210103_201500\INCT41_20210103_201500_0.png,0,0,0
INCT41_20201021_000000_14,../SPECS_STRETCHED/INCT41_20201021_000000\INCT41_20201021_000000_14.png,0,0,0
INCT41_20201121_004500_3,../SPECS_STRETCHED/INCT41_20201121_004500\INCT41_20201121_004500_3.png,0,0,0
INCT41_20200218_223000_15,../SPECS_STRETCHED/INCT41_20200218_223000\INCT41_20200218_223000_15.png,0,0,0
INCT41_20200217_021500_11,../SPECS_STRETCHED/INCT41_20200217_021500\INCT41_20200217_021500_11.png,0,0,0
INCT41_20201028_034500_7,../SPECS_STRETCHED/INCT41_20201028_034500\INCT41_20201028_034500_7.png,0,0,0
INCT41_20201231_050000_0,../SPECS_STRETCHED/INCT41_20201231_050000\INCT41_20201231_050000_0.png,0,0,0
INCT41_20210106_043000_22,../SPECS_STRETCHED/INCT41_20210106_043000\INCT41_20210106_043000_22.png,0,0,0
INCT41_20210105_183000_14,../SPECS_STRETCHED/INCT41_20210105_183000\INCT41_20210105_183000_14.png,0,0,0
INCT41_20201220_033000_15,../SPECS_STRETCHED/INCT41_20201220_033000\INCT41_20201220_033000_15.png,0,0,0
INCT41_20200217_001500_15,../SPECS_STRETCHED/INCT41_20200217_001500\INCT41_20200217_001500_15.png,0,0,0
INCT41_20201021_020000_21,../SPECS_STRETCHED/INCT41_20201021_020000\INCT41_20201021_020000_21.png,0,0,0
INCT41_20201031_000000_1,../SPECS_STRETCHED/INCT41_20201031_000000\INCT41_20201031_000000_1.png,0,0,0
INCT41_20200127_030000_6,../SPECS_STRETCHED/INCT41_20200127_030000\INCT41_20200127_030000_6.png,0,0,0
INCT41_20201112_043000_3,../SPECS_STRETCHED/INCT41_20201112_043000\INCT41_20201112_043000_3.png,0,0,0
INCT41_20210104_011500_6,../SPECS_STRETCHED/INCT41_20210104_011500\INCT41_20210104_011500_6.png,0,0,0
INCT41_20201016_003000_15,../SPECS_STRETCHED/INCT41_20201016_003000\INCT41_20201016_003000_15.png,0,0,0
INCT41_20201231_020000_15,../SPECS_STRETCHED/INCT41_20201231_020000\INCT41_20201231_020000_15.png,0,0,0
INCT41_20200126_230000_9,../SPECS_STRETCHED/INCT41_20200126_230000\INCT41_20200126_230000_9.png,0,0,0
INCT41_20210112_193000_0,../SPECS_STRETCHED/INCT41_20210112_193000\INCT41_20210112_193000_0.png,0,0,0
INCT41_20201211_211500_2,../SPECS_STRETCHED/INCT41_20201211_211500\INCT41_20201211_211500_2.png,0,0,0
INCT41_20201106_021500_6,../SPECS_STRETCHED/INCT41_20201106_021500\INCT41_20201106_021500_6.png,0,0,0
INCT41_20210104_011500_15,../SPECS_STRETCHED/INCT41_20210104_011500\INCT41_20210104_011500_15.png,0,0,0
INCT41_20201211_181500_11,../SPECS_STRETCHED/INCT41_20201211_181500\INCT41_20201211_181500_11.png,0,0,0
INCT41_20201211_221500_19,../SPECS_STRETCHED/INCT41_20201211_221500\INCT41_20201211_221500_19.png,0,0,0
INCT41_20201211_181500_0,../SPECS_STRETCHED/INCT41_20201211_181500\INCT41_20201211_181500_0.png,0,0,0
INCT41_20201211_001500_9,../SPECS_STRETCHED/INCT41_20201211_001500\INCT41_20201211_001500_9.png,0,0,0
INCT41_20201220_003000_1,../SPECS_STRETCHED/INCT41_20201220_003000\INCT41_20201220_003000_1.png,0,0,0
INCT41_20201121_014500_2,../SPECS_STRETCHED/INCT41_20201121_014500\INCT41_20201121_014500_2.png,0,0,0
INCT41_20201107_183000_3,../SPECS_STRETCHED/INCT41_20201107_183000\INCT41_20201107_183000_3.png,0,0,0
INCT41_20201211_001500_3,../SPECS_STRETCHED/INCT41_20201211_001500\INCT41_20201211_001500_3.png,0,0,0
INCT41_20201114_183000_16,../SPECS_STRETCHED/INCT41_20201114_183000\INCT41_20201114_183000_16.png,0,0,0
INCT41_20200218_191500_7,../SPECS_STRETCHED/INCT41_20200218_191500\INCT41_20200218_191500_7.png,0,0,0
INCT41_20201013_211500_18,../SPECS_STRETCHED/INCT41_20201013_211500\INCT41_20201013_211500_18.png,0,0,0
INCT41_20200127_030000_4,../SPECS_STRETCHED/INCT41_20200127_030000\INCT41_20200127_030000_4.png,0,0,0
INCT41_20200218_004500_7,../SPECS_STRETCHED/INCT41_20200218_004500\INCT41_20200218_004500_7.png,0,0,0
INCT41_20201112_190000_11,../SPECS_STRETCHED/INCT41_20201112_190000\INCT41_20201112_190000_11.png,0,0,0
INCT41_20200213_203000_17,../SPECS_STRETCHED/INCT41_20200213_203000\INCT41_20200213_203000_17.png,0,0,0
INCT41_20201220_053000_15,../SPECS_STRETCHED/INCT41_20201220_053000\INCT41_20201220_053000_15.png,0,0,0
INCT41_20210106_013000_12,../SPECS_STRETCHED/INCT41_20210106_013000\INCT41_20210106_013000_12.png,0,0,0
INCT41_20201021_000000_19,../SPECS_STRETCHED/INCT41_20201021_000000\INCT41_20201021_000000_19.png,0,0,0
INCT41_20210115_050000_23,../SPECS_STRETCHED/INCT41_20210115_050000\INCT41_20210115_050000_23.png,0,0,0
INCT41_20201213_183000_3,../SPECS_STRETCHED/INCT41_20201213_183000\INCT41_20201213_183000_3.png,0,0,0
INCT41_20200127_030000_2,../SPECS_STRETCHED/INCT41_20200127_030000\INCT41_20200127_030000_2.png,0,0,0
